id,image,mask,role,source
30_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/30_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/30_A.png,train,fives
310_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/310_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/310_G.png,train,fives
311_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/311_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/311_G.png,train,fives
312_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/312_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/312_G.png,train,fives
313_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/313_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/313_G.png,train,fives
314_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/314_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/314_G.png,train,fives
315_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/315_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/315_G.png,train,fives
316_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/316_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/316_G.png,train,fives
317_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/317_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/317_G.png,train,fives
318_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/318_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/318_G.png,train,fives
319_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/319_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/319_G.png,train,fives
31_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/31_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/31_A.png,train,fives
320_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/320_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/320_G.png,train,fives
321_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/321_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/321_G.png,train,fives
322_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/322_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/322_G.png,train,fives
323_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/323_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/323_G.png,train,fives
324_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/324_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/324_G.png,train,fives
325_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/325_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/325_G.png,train,fives
326_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/326_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/326_G.png,train,fives
327_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/327_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/327_G.png,train,fives
328_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/328_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/328_G.png,train,fives
329_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/329_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/329_G.png,train,fives
32_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/32_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/32_A.png,train,fives
330_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/330_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/330_G.png,train,fives
331_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/331_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/331_G.png,train,fives
332_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/332_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/332_G.png,train,fives
333_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/333_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/333_G.png,train,fives
334_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/334_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/334_G.png,train,fives
335_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/335_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/335_G.png,train,fives
336_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/336_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/336_G.png,train,fives
337_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/337_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/337_G.png,train,fives
338_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/338_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/338_G.png,train,fives
339_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/339_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/339_G.png,train,fives
33_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/33_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/33_A.png,train,fives
340_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/340_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/340_G.png,train,fives
341_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/341_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/341_G.png,train,fives
342_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/342_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/342_G.png,train,fives
343_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/343_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/343_G.png,train,fives
344_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/344_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/344_G.png,train,fives
345_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/345_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/345_G.png,train,fives
346_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/346_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/346_G.png,train,fives
347_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/347_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/347_G.png,train,fives
348_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/348_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/348_G.png,train,fives
349_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/349_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/349_G.png,train,fives
34_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/34_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/34_A.png,train,fives
350_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/350_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/350_G.png,train,fives
351_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/351_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/351_G.png,train,fives
352_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/352_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/352_G.png,train,fives
353_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/353_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/353_G.png,train,fives
354_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/354_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/354_G.png,train,fives
355_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/355_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/355_G.png,train,fives
356_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/356_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/356_G.png,train,fives
357_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/357_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/357_G.png,train,fives
358_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/358_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/358_G.png,train,fives
359_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/359_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/359_G.png,train,fives
35_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/35_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/35_A.png,train,fives
360_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/360_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/360_G.png,train,fives
361_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/361_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/361_G.png,train,fives
362_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/362_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/362_G.png,train,fives
363_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/363_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/363_G.png,train,fives
364_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/364_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/364_G.png,train,fives
365_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/365_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/365_G.png,train,fives
366_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/366_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/366_G.png,train,fives
367_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/367_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/367_G.png,train,fives
368_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/368_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/368_G.png,train,fives
369_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/369_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/369_G.png,train,fives
36_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/36_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/36_A.png,train,fives
370_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/370_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/370_G.png,train,fives
371_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/371_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/371_G.png,train,fives
372_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/372_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/372_G.png,train,fives
373_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/373_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/373_G.png,train,fives
374_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/374_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/374_G.png,train,fives
375_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/375_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/375_G.png,train,fives
376_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/376_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/376_G.png,train,fives
377_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/377_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/377_G.png,train,fives
378_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/378_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/378_G.png,train,fives
379_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/379_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/379_G.png,train,fives
37_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/37_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/37_A.png,train,fives
380_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/380_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/380_G.png,train,fives
381_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/381_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/381_G.png,train,fives
382_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/382_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/382_G.png,train,fives
383_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/383_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/383_G.png,train,fives
384_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/384_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/384_G.png,train,fives
385_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/385_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/385_G.png,train,fives
386_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/386_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/386_G.png,train,fives
387_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/387_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/387_G.png,train,fives
388_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/388_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/388_G.png,train,fives
389_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/389_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/389_G.png,train,fives
38_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/38_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/38_A.png,train,fives
390_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/390_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/390_G.png,train,fives
391_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/391_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/391_G.png,train,fives
392_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/392_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/392_G.png,train,fives
393_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/393_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/393_G.png,train,fives
394_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/394_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/394_G.png,train,fives
395_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/395_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/395_G.png,train,fives
396_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/396_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/396_G.png,train,fives
397_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/397_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/397_G.png,train,fives
398_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/398_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/398_G.png,train,fives
399_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/399_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/399_G.png,train,fives
39_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/39_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/39_A.png,train,fives
3_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/3_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/3_A.png,train,fives
400_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/400_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/400_G.png,train,fives
401_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/401_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/401_G.png,train,fives
402_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/402_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/402_G.png,train,fives
403_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/403_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/403_G.png,train,fives
404_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/404_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/404_G.png,train,fives
405_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/405_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/405_G.png,train,fives
406_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/406_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/406_G.png,train,fives
407_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/407_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/407_G.png,train,fives
408_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/408_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/408_G.png,train,fives
409_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/409_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/409_G.png,train,fives
40_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/40_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/40_A.png,train,fives
410_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/410_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/410_G.png,train,fives
411_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/411_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/411_G.png,train,fives
412_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/412_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/412_G.png,train,fives
413_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/413_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/413_G.png,train,fives
414_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/414_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/414_G.png,train,fives
415_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/415_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/415_G.png,train,fives
416_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/416_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/416_G.png,train,fives
417_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/417_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/417_G.png,train,fives
418_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/418_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/418_G.png,train,fives
419_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/419_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/419_G.png,train,fives
41_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/41_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/41_A.png,train,fives
420_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/420_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/420_G.png,train,fives
421_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/421_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/421_G.png,train,fives
422_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/422_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/422_G.png,train,fives
423_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/423_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/423_G.png,train,fives
424_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/424_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/424_G.png,train,fives
425_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/425_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/425_G.png,train,fives
426_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/426_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/426_G.png,train,fives
427_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/427_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/427_G.png,train,fives
428_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/428_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/428_G.png,train,fives
429_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/429_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/429_G.png,train,fives
42_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/42_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/42_A.png,train,fives
430_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/430_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/430_G.png,train,fives
431_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/431_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/431_G.png,train,fives
432_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/432_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/432_G.png,train,fives
433_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/433_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/433_G.png,train,fives
434_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/434_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/434_G.png,train,fives
435_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/435_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/435_G.png,train,fives
436_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/436_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/436_G.png,train,fives
437_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/437_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/437_G.png,train,fives
438_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/438_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/438_G.png,train,fives
439_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/439_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/439_G.png,train,fives
43_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/43_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/43_A.png,train,fives
440_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/440_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/440_G.png,train,fives
441_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/441_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/441_G.png,train,fives
442_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/442_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/442_G.png,train,fives
443_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/443_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/443_G.png,train,fives
444_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/444_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/444_G.png,train,fives
445_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/445_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/445_G.png,train,fives
446_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/446_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/446_G.png,train,fives
447_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/447_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/447_G.png,train,fives
448_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/448_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/448_G.png,train,fives
449_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/449_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/449_G.png,train,fives
44_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/44_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/44_A.png,train,fives
450_G,/N/u/hungill/Quartz/datasets/fundus/fives/images/450_G.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/450_G.png,train,fives
451_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/451_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/451_N.png,train,fives
452_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/452_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/452_N.png,train,fives
453_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/453_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/453_N.png,train,fives
454_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/454_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/454_N.png,train,fives
455_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/455_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/455_N.png,train,fives
456_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/456_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/456_N.png,train,fives
457_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/457_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/457_N.png,train,fives
458_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/458_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/458_N.png,train,fives
459_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/459_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/459_N.png,train,fives
45_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/45_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/45_A.png,train,fives
460_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/460_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/460_N.png,train,fives
461_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/461_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/461_N.png,train,fives
462_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/462_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/462_N.png,train,fives
463_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/463_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/463_N.png,train,fives
464_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/464_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/464_N.png,train,fives
465_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/465_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/465_N.png,train,fives
466_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/466_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/466_N.png,train,fives
467_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/467_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/467_N.png,train,fives
468_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/468_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/468_N.png,train,fives
469_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/469_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/469_N.png,train,fives
46_A,/N/u/hungill/Quartz/datasets/fundus/fives/images/46_A.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/46_A.png,train,fives
470_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/470_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/470_N.png,train,fives
471_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/471_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/471_N.png,train,fives
472_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/472_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/472_N.png,train,fives
473_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/473_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/473_N.png,train,fives
474_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/474_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/474_N.png,train,fives
475_N,/N/u/hungill/Quartz/datasets/fundus/fives/images/475_N.png,/N/u/hungill/Quartz/datasets/fundus/fives/masks/475_N.png,train,fives
